,artist_name,lyrics,lyrics_tokenized
78,CHUNG HA, call it love i i call it love i i call it love i i call it love i call it love  ,"['call', 'it', 'love', 'i', 'i', 'call', 'it', 'love', 'i', 'i', 'call', 'it', 'love', 'i', 'i', 'call', 'it', 'love', 'i', 'call', 'it', 'love']"
79,CHUNG HA, flourishing yeah i ve got colours of my own i gotta paint them out yeah i wanna go wild give the canvas what it needs i wanna make them proud i am liking this style i keep loving and that s how i win i m gon be doing my own thing vibin in a new paradise i ll keep hustling never give in pushin it to the limit vibin in a new paradise yeah patience relief go deep down freely beautiful things no refrain i m working hard to spell it out follow my feelin break down my walls i ll reach my soul you give me reasons refrain just let it out now i ll make you see what i m about no i m working hard to spell it out follow my feelin break down my walls i ll reach my,"['flourishing', 'yeah', 'i', 've', 'got', 'colours', 'of', 'my', 'own', 'i', 'gotta', 'paint', 'them', 'out', 'yeah', 'i', 'wanna', 'go', 'wild', 'give', 'the', 'canvas', 'what', 'it', 'needs', 'i', 'wanna', 'make', 'them', 'proud', 'i', 'am', 'liking', 'this', 'style', 'i', 'keep', 'loving', 'and', 'that', 's', 'how', 'i', 'win', 'i', 'm', 'gon', 'be', 'doing', 'my', 'own', 'thing', 'vibin', 'in', 'a', 'new', 'paradise', 'i', 'll', 'keep', 'hustling', 'never', 'give', 'in', 'pushin', 'it', 'to', 'the', 'limit', 'vibin', 'in', 'a', 'new', 'paradise', 'yeah', 'patience', 'relief', 'go', 'deep', 'down', 'freely', 'beautiful', 'things', 'no', 'refrain', 'i', 'm', 'working', 'hard', 'to', 'spell', 'it', 'out', 'follow', 'my', 'feelin', 'break', 'down', 'my', 'walls', 'i', 'll', 'reach', 'my', 'soul', 'you', 'give', 'me', 'reasons', 'refrain', 'just', 'let', 'it', 'out', 'now', 'i', 'll', 'make', 'you', 'see', 'what', 'i', 'm', 'about', 'no', 'i', 'm', 'working', 'hard', 'to', 'spell', 'it', 'out', 'follow', 'my', 'feelin', 'break', 'down', 'my', 'walls', 'i', 'll', 'reach', 'my']"
83,CHUNG HA, instrumental ooh ooh ooh ooh ooh ooh yeah yeah ooh ooh ooh ooh ooh now close your eyes instrumental ,"['instrumental', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'yeah', 'yeah', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh', 'now', 'close', 'your', 'eyes', 'instrumental']"
84,CHUNG HA, cherry kisses mm mwah cherry kisses when i m without you no i don t need nobody else with you my boo right now now now now now cause i m in love so in love i m in love with you bae every day and i can t wait till i taste all of your cherry kisses kisses cherry kisses cherry kisses kisses cherry kisses when you re not around me my lips get lonely they get oh so lonely yeah yeah i m addicted that s right you re my one and only you re my one and only one and only ,"['cherry', 'kisses', 'mm', 'mwah', 'cherry', 'kisses', 'when', 'i', 'm', 'without', 'you', 'no', 'i', 'don', 't', 'need', 'nobody', 'else', 'with', 'you', 'my', 'boo', 'right', 'now', 'now', 'now', 'now', 'now', 'cause', 'i', 'm', 'in', 'love', 'so', 'in', 'love', 'i', 'm', 'in', 'love', 'with', 'you', 'bae', 'every', 'day', 'and', 'i', 'can', 't', 'wait', 'till', 'i', 'taste', 'all', 'of', 'your', 'cherry', 'kisses', 'kisses', 'cherry', 'kisses', 'cherry', 'kisses', 'kisses', 'cherry', 'kisses', 'when', 'you', 're', 'not', 'around', 'me', 'my', 'lips', 'get', 'lonely', 'they', 'get', 'oh', 'so', 'lonely', 'yeah', 'yeah', 'i', 'm', 'addicted', 'that', 's', 'right', 'you', 're', 'my', 'one', 'and', 'only', 'you', 're', 'my', 'one', 'and', 'only', 'one', 'and', 'only']"
85,CHUNG HA, drive pre chorus i never know chorus you drive me out of my mind why don t you stop me now post chorus oh one last time with you kiss me one more time will you pre chorus i need you oh chorus you drive me out of my mind why don t you stop me now ,"['drive', 'pre', 'chorus', 'i', 'never', 'know', 'chorus', 'you', 'drive', 'me', 'out', 'of', 'my', 'mind', 'why', 'don', 't', 'you', 'stop', 'me', 'now', 'post', 'chorus', 'oh', 'one', 'last', 'time', 'with', 'you', 'kiss', 'me', 'one', 'more', 'time', 'will', 'you', 'pre', 'chorus', 'i', 'need', 'you', 'oh', 'chorus', 'you', 'drive', 'me', 'out', 'of', 'my', 'mind', 'why', 'don', 't', 'you', 'stop', 'me', 'now']"
86,CHUNG HA, from now on let me see your fantasy so now on i wanna show you from now on how much i love you i m gonna make you smile so now on i wanna love you from now on i wanna tell you oh oh want you to make me smile  i m sure that you re my destiny so now on i wanna show you from now on how much i love you i m gonna make you smile so now on i wanna love you from now on i wanna tell you want you to make me smile i m gonna make you smile oh oh yeah i do love you oh ooh ooh ooh ooh ooh ,"['from', 'now', 'on', 'let', 'me', 'see', 'your', 'fantasy', 'so', 'now', 'on', 'i', 'wanna', 'show', 'you', 'from', 'now', 'on', 'how', 'much', 'i', 'love', 'you', 'i', 'm', 'gonna', 'make', 'you', 'smile', 'so', 'now', 'on', 'i', 'wanna', 'love', 'you', 'from', 'now', 'on', 'i', 'wanna', 'tell', 'you', 'oh', 'oh', 'want', 'you', 'to', 'make', 'me', 'smile', 'i', 'm', 'sure', 'that', 'you', 're', 'my', 'destiny', 'so', 'now', 'on', 'i', 'wanna', 'show', 'you', 'from', 'now', 'on', 'how', 'much', 'i', 'love', 'you', 'i', 'm', 'gonna', 'make', 'you', 'smile', 'so', 'now', 'on', 'i', 'wanna', 'love', 'you', 'from', 'now', 'on', 'i', 'wanna', 'tell', 'you', 'want', 'you', 'to', 'make', 'me', 'smile', 'i', 'm', 'gonna', 'make', 'you', 'smile', 'oh', 'oh', 'yeah', 'i', 'do', 'love', 'you', 'oh', 'ooh', 'ooh', 'ooh', 'ooh', 'ooh']"
87,CHUNG HA, hangul ,['hangul']
88,CHUNG HA,imagine temperature up just for emotions offset,"['imagine', 'temperature', 'up', 'just', 'for', 'emotions', 'offset']"
89,CHUNG HA,hangul hmm do what u doing doing yeah let my body work let my body work all night imma make it worth all your time all your time ay i know you move let me show ya do it just like that just like that i ll show you what you like oh don t keep me waiting do what u doing doing keep it up move like u moving moving never stop oh so do what u doing do do do it do what u doing doing keep it up move like u moving moving never stop oh so do what u doing ay hmm do what u doing doing i ll be ah waiting for ya so get it right now i give you one shot baby we can have a real good time ay i ll show you what you like oh don t keep me waiting do what u doing doing keep it up move like u moving moving never stop oh so do what u doing,"['hangul', 'hmm', 'do', 'what', 'u', 'doing', 'doing', 'yeah', 'let', 'my', 'body', 'work', 'let', 'my', 'body', 'work', 'all', 'night', 'imma', 'make', 'it', 'worth', 'all', 'your', 'time', 'all', 'your', 'time', 'ay', 'i', 'know', 'you', 'move', 'let', 'me', 'show', 'ya', 'do', 'it', 'just', 'like', 'that', 'just', 'like', 'that', 'i', 'll', 'show', 'you', 'what', 'you', 'like', 'oh', 'don', 't', 'keep', 'me', 'waiting', 'do', 'what', 'u', 'doing', 'doing', 'keep', 'it', 'up', 'move', 'like', 'u', 'moving', 'moving', 'never', 'stop', 'oh', 'so', 'do', 'what', 'u', 'doing', 'do', 'do', 'do', 'it', 'do', 'what', 'u', 'doing', 'doing', 'keep', 'it', 'up', 'move', 'like', 'u', 'moving', 'moving', 'never', 'stop', 'oh', 'so', 'do', 'what', 'u', 'doing', 'ay', 'hmm', 'do', 'what', 'u', 'doing', 'doing', 'i', 'll', 'be', 'ah', 'waiting', 'for', 'ya', 'so', 'get', 'it', 'right', 'now', 'i', 'give', 'you', 'one', 'shot', 'baby', 'we', 'can', 'have', 'a', 'real', 'good', 'time', 'ay', 'i', 'll', 'show', 'you', 'what', 'you', 'like', 'oh', 'don', 't', 'keep', 'me', 'waiting', 'do', 'what', 'u', 'doing', 'doing', 'keep', 'it', 'up', 'move', 'like', 'u', 'moving', 'moving', 'never', 'stop', 'oh', 'so', 'do', 'what', 'u', 'doing']"
90,CHUNG HA,hangul doo doo doop doo doo doop you i don t really mind ah ha he s got show so danger make me sad so for now i ll enjoy the ride take a swing with me oh yeah watch your back i got a bad boy bad boy bad boy so bad i got a bad boy bad boy bad boy oh he s so so bad i just can let him go oh get away boy i don t need you now oh ha stupid at all he s got show so danger make me sad ,"['hangul', 'doo', 'doo', 'doop', 'doo', 'doo', 'doop', 'you', 'i', 'don', 't', 'really', 'mind', 'ah', 'ha', 'he', 's', 'got', 'show', 'so', 'danger', 'make', 'me', 'sad', 'so', 'for', 'now', 'i', 'll', 'enjoy', 'the', 'ride', 'take', 'a', 'swing', 'with', 'me', 'oh', 'yeah', 'watch', 'your', 'back', 'i', 'got', 'a', 'bad', 'boy', 'bad', 'boy', 'bad', 'boy', 'so', 'bad', 'i', 'got', 'a', 'bad', 'boy', 'bad', 'boy', 'bad', 'boy', 'oh', 'he', 's', 'so', 'so', 'bad', 'i', 'just', 'can', 'let', 'him', 'go', 'oh', 'get', 'away', 'boy', 'i', 'don', 't', 'need', 'you', 'now', 'oh', 'ha', 'stupid', 'at', 'all', 'he', 's', 'got', 'show', 'so', 'danger', 'make', 'me', 'sad']"
91,CHUNG HA,hangul romanization,"['hangul', 'romanization']"
92,CHUNG HA,stand and hold on tight there babe step to the rhythm and just feel my vibe hmm so put your hands on me shu wi du daa wah de dum stomp stomp stomp stomp stomp stomp woo babe let s go ,"['stand', 'and', 'hold', 'on', 'tight', 'there', 'babe', 'step', 'to', 'the', 'rhythm', 'and', 'just', 'feel', 'my', 'vibe', 'hmm', 'so', 'put', 'your', 'hands', 'on', 'me', 'shu', 'wi', 'du', 'daa', 'wah', 'de', 'dum', 'stomp', 'stomp', 'stomp', 'stomp', 'stomp', 'stomp', 'woo', 'babe', 'let', 's', 'go']"
93,CHUNG HA,hangul oh oh oh i ll make you mine woo make them all wanna smile like star oh oh oh oh make a wish make a wish o o o o what a bliss what a bliss o o o o make a wish make a wish oh for now i wish upon a star oh oh sweety boy no oh sweety boy,"['hangul', 'oh', 'oh', 'oh', 'i', 'll', 'make', 'you', 'mine', 'woo', 'make', 'them', 'all', 'wanna', 'smile', 'like', 'star', 'oh', 'oh', 'oh', 'oh', 'make', 'a', 'wish', 'make', 'a', 'wish', 'o', 'o', 'o', 'o', 'what', 'a', 'bliss', 'what', 'a', 'bliss', 'o', 'o', 'o', 'o', 'make', 'a', 'wish', 'make', 'a', 'wish', 'oh', 'for', 'now', 'i', 'wish', 'upon', 'a', 'star', 'oh', 'oh', 'sweety', 'boy', 'no', 'oh', 'sweety', 'boy']"
94,CHUNG HA,hangul pre chorus chorus in your hand pre chorus chorus in your hand ,"['hangul', 'pre', 'chorus', 'chorus', 'in', 'your', 'hand', 'pre', 'chorus', 'chorus', 'in', 'your', 'hand']"
95,CHUNG HA,english translation rough i don t know where i am if you can catch what s going on every day how long will i stay here alone i will spend another day and fall asleep i stand in front of a mirror all day with the same expression every day in the same voice every day i sang all day la lala la larla even if you open your eyes room still lighted could it be done far away everyone leaves in the empty space alone without knowing anything i do this again i do not know where i am if you can catch what s going on every day how long will i stay here alone i will spend another day and fall asleep the faces i want to see is it like me if you stay is it greedy still my toward something if you run if i really wanted to among the many low stars if only one can bear is it also greedy as if there were glittering,"['english', 'translation', 'rough', 'i', 'don', 't', 'know', 'where', 'i', 'am', 'if', 'you', 'can', 'catch', 'what', 's', 'going', 'on', 'every', 'day', 'how', 'long', 'will', 'i', 'stay', 'here', 'alone', 'i', 'will', 'spend', 'another', 'day', 'and', 'fall', 'asleep', 'i', 'stand', 'in', 'front', 'of', 'a', 'mirror', 'all', 'day', 'with', 'the', 'same', 'expression', 'every', 'day', 'in', 'the', 'same', 'voice', 'every', 'day', 'i', 'sang', 'all', 'day', 'la', 'lala', 'la', 'larla', 'even', 'if', 'you', 'open', 'your', 'eyes', 'room', 'still', 'lighted', 'could', 'it', 'be', 'done', 'far', 'away', 'everyone', 'leaves', 'in', 'the', 'empty', 'space', 'alone', 'without', 'knowing', 'anything', 'i', 'do', 'this', 'again', 'i', 'do', 'not', 'know', 'where', 'i', 'am', 'if', 'you', 'can', 'catch', 'what', 's', 'going', 'on', 'every', 'day', 'how', 'long', 'will', 'i', 'stay', 'here', 'alone', 'i', 'will', 'spend', 'another', 'day', 'and', 'fall', 'asleep', 'the', 'faces', 'i', 'want', 'to', 'see', 'is', 'it', 'like', 'me', 'if', 'you', 'stay', 'is', 'it', 'greedy', 'still', 'my', 'toward', 'something', 'if', 'you', 'run', 'if', 'i', 'really', 'wanted', 'to', 'among', 'the', 'many', 'low', 'stars', 'if', 'only', 'one', 'can', 'bear', 'is', 'it', 'also', 'greedy', 'as', 'if', 'there', 'were', 'glittering']"
96,CHUNG HA,english translation rough i don t know where i am if you can catch what s going on every day how long will i stay here alone i will spend another day and fall asleep i stand in front of a mirror all day with the same expression every day in the same voice every day i sang all day la lala la larla even if you open your eyes room still lighted could it be done far away everyone leaves in the empty space alone without knowing anything i do this again i do not know where i am if you can catch what s going on every day how long will i stay here alone i will spend another day and fall asleep the faces i want to see is it like me if you stay is it greedy still my toward something if you run if i really wanted to among the many low stars if only one can bear is it also greedy as if there were glittering,"['english', 'translation', 'rough', 'i', 'don', 't', 'know', 'where', 'i', 'am', 'if', 'you', 'can', 'catch', 'what', 's', 'going', 'on', 'every', 'day', 'how', 'long', 'will', 'i', 'stay', 'here', 'alone', 'i', 'will', 'spend', 'another', 'day', 'and', 'fall', 'asleep', 'i', 'stand', 'in', 'front', 'of', 'a', 'mirror', 'all', 'day', 'with', 'the', 'same', 'expression', 'every', 'day', 'in', 'the', 'same', 'voice', 'every', 'day', 'i', 'sang', 'all', 'day', 'la', 'lala', 'la', 'larla', 'even', 'if', 'you', 'open', 'your', 'eyes', 'room', 'still', 'lighted', 'could', 'it', 'be', 'done', 'far', 'away', 'everyone', 'leaves', 'in', 'the', 'empty', 'space', 'alone', 'without', 'knowing', 'anything', 'i', 'do', 'this', 'again', 'i', 'do', 'not', 'know', 'where', 'i', 'am', 'if', 'you', 'can', 'catch', 'what', 's', 'going', 'on', 'every', 'day', 'how', 'long', 'will', 'i', 'stay', 'here', 'alone', 'i', 'will', 'spend', 'another', 'day', 'and', 'fall', 'asleep', 'the', 'faces', 'i', 'want', 'to', 'see', 'is', 'it', 'like', 'me', 'if', 'you', 'stay', 'is', 'it', 'greedy', 'still', 'my', 'toward', 'something', 'if', 'you', 'run', 'if', 'i', 'really', 'wanted', 'to', 'among', 'the', 'many', 'low', 'stars', 'if', 'only', 'one', 'can', 'bear', 'is', 'it', 'also', 'greedy', 'as', 'if', 'there', 'were', 'glittering']"
97,CHUNG HA,la la la la la la la oh oh oh oh la la la la la la la oh la la la la la la la oh oh oh oh la la la la la la la oh la la la la la la la oh oh oh oh la la la la la la la yeah yeah yeah woo wah ,"['la', 'la', 'la', 'la', 'la', 'la', 'la', 'oh', 'oh', 'oh', 'oh', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'oh', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'oh', 'oh', 'oh', 'oh', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'oh', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'oh', 'oh', 'oh', 'oh', 'la', 'la', 'la', 'la', 'la', 'la', 'la', 'yeah', 'yeah', 'yeah', 'woo', 'wah']"
102,Dumbfoundead, intro satica stuck in this situation kept it inside for ages let s just air it out i need air now  dumbfoundead i was tryna build an empire she wanted me to stay inside while workin nights like the vampire she said notice me senpai my ride or die till i m six feet but we re gonna need like feet you can call this somewhat of a sick leave baby i might wanna go sight see yeah imma need my space she gon need some time someone gets stephen hawking on the line what s your horoscope i m a dollar sign it s just how it go i apologize i might be too blunt and like blunts i might roll i do my own stunts might go stunt on you hoes  satica conversations i been having with myself problematic wished i could turn to someone else close quarters what a borders do they exist tryna distance before it i ll admit forced to face these issues we can t handle wasn t something we could ve planned for unprepared for whats ignited all my fears yeah they are heightened attention is divided chorus saticia and dumbfoundead can t keep it inside anymore can t keep it inside getting irrational getting irrational starting a riot with you starting a riot now can t keep it inside anymore can t keep it inside  satica everything lasts forever don t know why we just ignored it who we even kidding i was going to the service babe  dumbfoundead let s keep it real off of a pill god take the wheel now drink till it spill love what we built i gotta go now,"['intro', 'satica', 'stuck', 'in', 'this', 'situation', 'kept', 'it', 'inside', 'for', 'ages', 'let', 's', 'just', 'air', 'it', 'out', 'i', 'need', 'air', 'now', 'dumbfoundead', 'i', 'was', 'tryna', 'build', 'an', 'empire', 'she', 'wanted', 'me', 'to', 'stay', 'inside', 'while', 'workin', 'nights', 'like', 'the', 'vampire', 'she', 'said', 'notice', 'me', 'senpai', 'my', 'ride', 'or', 'die', 'till', 'i', 'm', 'six', 'feet', 'but', 'we', 're', 'gonna', 'need', 'like', 'feet', 'you', 'can', 'call', 'this', 'somewhat', 'of', 'a', 'sick', 'leave', 'baby', 'i', 'might', 'wanna', 'go', 'sight', 'see', 'yeah', 'imma', 'need', 'my', 'space', 'she', 'gon', 'need', 'some', 'time', 'someone', 'gets', 'stephen', 'hawking', 'on', 'the', 'line', 'what', 's', 'your', 'horoscope', 'i', 'm', 'a', 'dollar', 'sign', 'it', 's', 'just', 'how', 'it', 'go', 'i', 'apologize', 'i', 'might', 'be', 'too', 'blunt', 'and', 'like', 'blunts', 'i', 'might', 'roll', 'i', 'do', 'my', 'own', 'stunts', 'might', 'go', 'stunt', 'on', 'you', 'hoes', 'satica', 'conversations', 'i', 'been', 'having', 'with', 'myself', 'problematic', 'wished', 'i', 'could', 'turn', 'to', 'someone', 'else', 'close', 'quarters', 'what', 'a', 'borders', 'do', 'they', 'exist', 'tryna', 'distance', 'before', 'it', 'i', 'll', 'admit', 'forced', 'to', 'face', 'these', 'issues', 'we', 'can', 't', 'handle', 'wasn', 't', 'something', 'we', 'could', 've', 'planned', 'for', 'unprepared', 'for', 'whats', 'ignited', 'all', 'my', 'fears', 'yeah', 'they', 'are', 'heightened', 'attention', 'is', 'divided', 'chorus', 'saticia', 'and', 'dumbfoundead', 'can', 't', 'keep', 'it', 'inside', 'anymore', 'can', 't', 'keep', 'it', 'inside', 'getting', 'irrational', 'getting', 'irrational', 'starting', 'a', 'riot', 'with', 'you', 'starting', 'a', 'riot', 'now', 'can', 't', 'keep', 'it', 'inside', 'anymore', 'can', 't', 'keep', 'it', 'inside', 'satica', 'everything', 'lasts', 'forever', 'don', 't', 'know', 'why', 'we', 'just', 'ignored', 'it', 'who', 'we', 'even', 'kidding', 'i', 'was', 'going', 'to', 'the', 'service', 'babe', 'dumbfoundead', 'let', 's', 'keep', 'it', 'real', 'off', 'of', 'a', 'pill', 'god', 'take', 'the', 'wheel', 'now', 'drink', 'till', 'it', 'spill', 'love', 'what', 'we', 'built', 'i', 'gotta', 'go', 'now']"
104,Dumbfoundead,hangul bridge dumbfoundead i m a hyung since i was young get your bread up i ain t playin with you crumbs ima stunt cause i m a hyung i m your hyung s hyung s hyung s hyung s hyung s hyung hold up hook dumbfoundead i m on my hyung shit i m on my hyung shit you ain t a hyung pockets are young you haven t done shit but fuck all that hyung shit fuck all that hyung shit i m your hyung s hyung s hyung s hyung s hyung s hyung hyung shit  dumbfoundead i ve been a hyung they use two hands when pourin me rum pour up walk in the room make it all quiet they holding their tongues hold up show me respect i ll show it back thats the code of conduct i could give a fuck if your bitch ass older your bitch call me oppa mi vida loca no matter the age go out and rage zach de la rocha i m wearing designer ooh you forever ayy you ll forever be a bum never be a hyung yeee bridge dumbfoundead i m a hyung since i was young get your bread up i ain t playin with you crumbs ima stunt cause i m a hyung i m your hyungs hyungs hyungs hyungs hyungs hyung hold up hook dumbfoundead i m on my hyung shit i m on my hyung shit you ain t a hyung pockets are young you haven t done shit but fuck all that hyung shit fuck all that hyung shit i m your hyungs hyungs hyungs hyungs hyungs hyung hyung shit ,"['hangul', 'bridge', 'dumbfoundead', 'i', 'm', 'a', 'hyung', 'since', 'i', 'was', 'young', 'get', 'your', 'bread', 'up', 'i', 'ain', 't', 'playin', 'with', 'you', 'crumbs', 'ima', 'stunt', 'cause', 'i', 'm', 'a', 'hyung', 'i', 'm', 'your', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 'hold', 'up', 'hook', 'dumbfoundead', 'i', 'm', 'on', 'my', 'hyung', 'shit', 'i', 'm', 'on', 'my', 'hyung', 'shit', 'you', 'ain', 't', 'a', 'hyung', 'pockets', 'are', 'young', 'you', 'haven', 't', 'done', 'shit', 'but', 'fuck', 'all', 'that', 'hyung', 'shit', 'fuck', 'all', 'that', 'hyung', 'shit', 'i', 'm', 'your', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 's', 'hyung', 'hyung', 'shit', 'dumbfoundead', 'i', 've', 'been', 'a', 'hyung', 'they', 'use', 'two', 'hands', 'when', 'pourin', 'me', 'rum', 'pour', 'up', 'walk', 'in', 'the', 'room', 'make', 'it', 'all', 'quiet', 'they', 'holding', 'their', 'tongues', 'hold', 'up', 'show', 'me', 'respect', 'i', 'll', 'show', 'it', 'back', 'thats', 'the', 'code', 'of', 'conduct', 'i', 'could', 'give', 'a', 'fuck', 'if', 'your', 'bitch', 'ass', 'older', 'your', 'bitch', 'call', 'me', 'oppa', 'mi', 'vida', 'loca', 'no', 'matter', 'the', 'age', 'go', 'out', 'and', 'rage', 'zach', 'de', 'la', 'rocha', 'i', 'm', 'wearing', 'designer', 'ooh', 'you', 'forever', 'ayy', 'you', 'll', 'forever', 'be', 'a', 'bum', 'never', 'be', 'a', 'hyung', 'yeee', 'bridge', 'dumbfoundead', 'i', 'm', 'a', 'hyung', 'since', 'i', 'was', 'young', 'get', 'your', 'bread', 'up', 'i', 'ain', 't', 'playin', 'with', 'you', 'crumbs', 'ima', 'stunt', 'cause', 'i', 'm', 'a', 'hyung', 'i', 'm', 'your', 'hyungs', 'hyungs', 'hyungs', 'hyungs', 'hyungs', 'hyung', 'hold', 'up', 'hook', 'dumbfoundead', 'i', 'm', 'on', 'my', 'hyung', 'shit', 'i', 'm', 'on', 'my', 'hyung', 'shit', 'you', 'ain', 't', 'a', 'hyung', 'pockets', 'are', 'young', 'you', 'haven', 't', 'done', 'shit', 'but', 'fuck', 'all', 'that', 'hyung', 'shit', 'fuck', 'all', 'that', 'hyung', 'shit', 'i', 'm', 'your', 'hyungs', 'hyungs', 'hyungs', 'hyungs', 'hyungs', 'hyung', 'hyung', 'shit']"
106,Dumbfoundead,  dumbfoundead waking up to instrumentals playing smoke up in the ceiling fan complicated wordplay but really i m a simple man i like my weather good i like my women hood i keep it one hundred and get misunderstood don t get my words twisted now we ain t all the same some got a silver spoon others have a ball and chain some wish you all the best some wish you all the pain life s a game and i m trying to make the hall of fame this society asks you to pick a side every minute of your life three hundred and sixty five red or blue big or small yes or no right or wrong the difference between the two is the feeling of i belong yeah we in the middle of all this the temperature s rising like the middle of august they litter the airwaves you pick up the garbage big dreams coming out this little apartment hook dumbfoundead all i know is keep it cool i stay calm they ask me how you do that what is this fool on a little bit of this a little bit of that it s the whole lot of nothing that keeps me on track all i know is keep it cool i stay calm they ask me how you do that what is this fool on a little bit of this a little bit of that it s the whole lot of nothing that keeps me on track,"['dumbfoundead', 'waking', 'up', 'to', 'instrumentals', 'playing', 'smoke', 'up', 'in', 'the', 'ceiling', 'fan', 'complicated', 'wordplay', 'but', 'really', 'i', 'm', 'a', 'simple', 'man', 'i', 'like', 'my', 'weather', 'good', 'i', 'like', 'my', 'women', 'hood', 'i', 'keep', 'it', 'one', 'hundred', 'and', 'get', 'misunderstood', 'don', 't', 'get', 'my', 'words', 'twisted', 'now', 'we', 'ain', 't', 'all', 'the', 'same', 'some', 'got', 'a', 'silver', 'spoon', 'others', 'have', 'a', 'ball', 'and', 'chain', 'some', 'wish', 'you', 'all', 'the', 'best', 'some', 'wish', 'you', 'all', 'the', 'pain', 'life', 's', 'a', 'game', 'and', 'i', 'm', 'trying', 'to', 'make', 'the', 'hall', 'of', 'fame', 'this', 'society', 'asks', 'you', 'to', 'pick', 'a', 'side', 'every', 'minute', 'of', 'your', 'life', 'three', 'hundred', 'and', 'sixty', 'five', 'red', 'or', 'blue', 'big', 'or', 'small', 'yes', 'or', 'no', 'right', 'or', 'wrong', 'the', 'difference', 'between', 'the', 'two', 'is', 'the', 'feeling', 'of', 'i', 'belong', 'yeah', 'we', 'in', 'the', 'middle', 'of', 'all', 'this', 'the', 'temperature', 's', 'rising', 'like', 'the', 'middle', 'of', 'august', 'they', 'litter', 'the', 'airwaves', 'you', 'pick', 'up', 'the', 'garbage', 'big', 'dreams', 'coming', 'out', 'this', 'little', 'apartment', 'hook', 'dumbfoundead', 'all', 'i', 'know', 'is', 'keep', 'it', 'cool', 'i', 'stay', 'calm', 'they', 'ask', 'me', 'how', 'you', 'do', 'that', 'what', 'is', 'this', 'fool', 'on', 'a', 'little', 'bit', 'of', 'this', 'a', 'little', 'bit', 'of', 'that', 'it', 's', 'the', 'whole', 'lot', 'of', 'nothing', 'that', 'keeps', 'me', 'on', 'track', 'all', 'i', 'know', 'is', 'keep', 'it', 'cool', 'i', 'stay', 'calm', 'they', 'ask', 'me', 'how', 'you', 'do', 'that', 'what', 'is', 'this', 'fool', 'on', 'a', 'little', 'bit', 'of', 'this', 'a', 'little', 'bit', 'of', 'that', 'it', 's', 'the', 'whole', 'lot', 'of', 'nothing', 'that', 'keeps', 'me', 'on', 'track']"
107,Dumbfoundead,hangul so no baby i ain t havin no babies baby baby no and if i m cold baby at least i let these bitches know baby make my way through the club like i m moses bruh she stick her hands down my pocket don t touch them gold diggers where my azns smoking while they pop a squat in korea looking for a decent taco spot where my pretty mamas pretty mamas why you with that ya boys on the come up my whole teams eating you struggling for pull up pull up stress clean up on aisle girl i ll wet you up splash so no baby i ain t havin no babies baby baby no and if i m cold baby at least i let these bitches know baby she want a wedding dress but i ain t had to hit her with the cross over a i tryna put her in a taxi but its i won t ever see her but i tell her ,"['hangul', 'so', 'no', 'baby', 'i', 'ain', 't', 'havin', 'no', 'babies', 'baby', 'baby', 'no', 'and', 'if', 'i', 'm', 'cold', 'baby', 'at', 'least', 'i', 'let', 'these', 'bitches', 'know', 'baby', 'make', 'my', 'way', 'through', 'the', 'club', 'like', 'i', 'm', 'moses', 'bruh', 'she', 'stick', 'her', 'hands', 'down', 'my', 'pocket', 'don', 't', 'touch', 'them', 'gold', 'diggers', 'where', 'my', 'azns', 'smoking', 'while', 'they', 'pop', 'a', 'squat', 'in', 'korea', 'looking', 'for', 'a', 'decent', 'taco', 'spot', 'where', 'my', 'pretty', 'mamas', 'pretty', 'mamas', 'why', 'you', 'with', 'that', 'ya', 'boys', 'on', 'the', 'come', 'up', 'my', 'whole', 'teams', 'eating', 'you', 'struggling', 'for', 'pull', 'up', 'pull', 'up', 'stress', 'clean', 'up', 'on', 'aisle', 'girl', 'i', 'll', 'wet', 'you', 'up', 'splash', 'so', 'no', 'baby', 'i', 'ain', 't', 'havin', 'no', 'babies', 'baby', 'baby', 'no', 'and', 'if', 'i', 'm', 'cold', 'baby', 'at', 'least', 'i', 'let', 'these', 'bitches', 'know', 'baby', 'she', 'want', 'a', 'wedding', 'dress', 'but', 'i', 'ain', 't', 'had', 'to', 'hit', 'her', 'with', 'the', 'cross', 'over', 'a', 'i', 'tryna', 'put', 'her', 'in', 'a', 'taxi', 'but', 'its', 'i', 'won', 't', 'ever', 'see', 'her', 'but', 'i', 'tell', 'her']"
