,artist,formatted_lyrics
1880,4,"Heartbreakin', breath takin'Pipe slangin', handsome nigga"
1881,4,"Henny sippin', receipt rippin'Baby, it's the fuckin' falcon"
1882,4,Verse 
1883,4,Since a nigga been broke
1884,4,Swiping till my band broke
1885,4,"Gas station pump, typing in the zip code"
1886,4,At the ATM tryna load the bit though
1887,4,Ion gangbang but I still crip though
1888,4,Never spend my last on a fit (fuck you thought?)
1889,4,Swipe a card and I cop what a rich nigga got
1890,4,"Even when I was broke, I had rich nigga thoughts"
1891,4,Finna download a pro (that's a rich nigga's loss!)
1892,4,Hook
1893,4,Way before EDDI was a young scam boy getting shit for free
1894,4,"Playing rose in the store, K walk for me"
1895,4,"It ain't sweet, miss me if your talk is cheap"
1896,4,X
1897,4,Verse 
1898,4,"Walk to the clerk, kinda nervous"
1899,4,But I'm trustin the work
1900,4,We talkin bout golf when my hoe stuff a purse 
1901,4," bags and some shoes I'm returning, Burberry shirts"
1902,4,"Making up names, I don't know who i'mma be again"
1903,4,"Gotta get a fake ID again!The card don't swipe, you gotta type it all in"
1904,4,We ain't going bowling but we striking off pins
1905,4,Time and experience
1906,4,Finna get a credit line and fuck up your Experian
1907,4,On the dark web finna swap up my Ethereum
1908,4,I'm on Whatsapp tryna find a Nigerian!Hook
1909,4,"Yeah, yeah, yeah"
1910,4,I don't need
1911,4,I remember that shit I started the last song with
1912,4,"I don't need a ho, I need a whole lot of paper"
1913,4,"I don't need a ho, I need a whole vacation"
1914,4,I been outside doin' fraud all month
1915,4,I ain't never seen a nigga like me once
1916,4,"I don't need a ho, I need a whole lot of paper"
1917,4,"I don't need a ho, I need a whole vacation"
1918,4,I been outside doin' fraud all month
1919,4,I ain't never seen a nigga like me once
1920,4,Swipin' cards (It's a check)
1921,4,", doin' fraud, livin' hot"
1922,4,"Dennis Rodman, niggas dying at the top"
1923,4,Human Made on the bucket and the rugs (Human Made)
1924,4,Tryna fuck a Clermont twin in her butt (Yeah)
1925,4,My life a movie how I'm runnin' with the chicken (Chicken run)
1926,4,I'm gettin' coochie if I'm buyin' you this ticket (Yeah)
1927,4,Hello Kitty varsity with the big letters (Letters)
1928,4,Put my Rollie on 'cause it make my fit better (Upgrade it)
1929,4,"To fuck an Indian again, I would love to (I would love to)"
1930,4,"To fuck Julie again, I would love to (Please)"
1931,4,"To fuck that singing bitch again, I would love to (Of course)"
1932,4,"But it's a whole lot of something what I'm up to (Bitch, I'm lit)"
1933,4,I feel like Missy Elliott how I'm dancing in the rain (Missy)
1934,4,"With this big-ass coat, bro, my outfit is crazy"
1935,4,"Tellin' hoes I do skin care, it ain't cap"
1936,4,"When we fornicate, I give this bitch a face mask (Reddit)"
1937,4,That's just foliation
1938,4,I need a whole lot of paper
1939,4,"I don't need a ho, I need a whole vacation"
1940,4,I been outside doin' fraud all month (All month)
1941,4,"I ain't never seen a nigga like me once (Nigga, not ever)"
1942,4,"I don't need a ho, I need a whole lot of paper (I don't need a ho)"
1943,4,"I don't need a ho, I need a whole vacation (I don't need a ho)"
1944,4,"I been outside doin' fraud all month (Yeah, ayy)"
1945,4,"Nigga, I ain't never seen a nigga like me once (Uh, uh)"
1946,4,"Hahaha, that's hard"
1947,4,Yeah
1948,4,You never answer when I need you
1949,4,I feel like you only hit mewhenyou need to
1950,4,Icant sweat on how you steppin'like them see-throughs
1951,4,"This so you, I'm on your ass like Evisu"
1952,4,But even jeans couldnt hold you like I need to
1953,4,"Skin tight, so right, it looks see-through"
1954,4,You can't let your frozen heart mislead you
1955,4,Even cold-blooded things still bleed too (Yeah)
1956,4,You make me wanna start a riot
1957,4,"Late night shots, drunk drivin'So how can I stop callin'?Hit it from the back, that pussy talkin'Had a conversation, talkin' to her"
1958,4,"I talk back, she call once, I call back, she ain't pick up"
1959,4,This shit is frustratin' (Frustratin)
1960,4,"Compliments, they all gas, you wanted weed"
1961,4,"I bought gas, pulled over to fill up"
1962,4,"At the gas station, propane, she blowin up"
1963,4,And tellin' me I need growin up
1964,4,"But she actin' stupid, I'm runnin' out of patience"
1965,4,Im tryna stay friends just to get in that pussy one more time
1966,4,"Yeah, yeah, sheesh"
1967,4,"Check, check, ayy, ayy"
1968,4,"Check check, four thousand, yeah"
1969,4,Scamzel
1970,4,"My lifestyle supreme, I'm not talking about Fairfax (Yeah)"
1971,4,I just want the bubble like the bottom of my Air Max
1972,4,Ninety five hoes wanna crash like a airbag (Skrt)
1973,4,Niggas consider me a pig but don't compare rappin' (Yeah)
1974,4,"I've been misunderstood, really"
1975,4,"Why you stress me out but you feel so good to me?Damn I'm always drowning in Hennessy, I'm addicted to fucking (Yeah)"
1976,4,Take your toxic ass back like you ain't did nothing
1977,4,I need check on me (Check)
1978,4,"My ex, she trid to flex on me (Flex)"
1979,4,Thn got mad and said you don't check on me (No)
1980,4,I made it bad for anybody who next up (It's bad)
1981,4,"Before the sex, bitch I want check stubs'Cause it's bigger than busting nuts and blowing backs out"
1982,4,Gave credit to the wrong one and it maxed out (What)
1983,4,"When you go and roll the dice, sometimes you crap out"
1984,4,"Bounce back with the stupid glow up, just know how"
1985,4,I need bands (Ayy)
1986,4,Money falling in my hands
1987,4,"So many knots, bills falling out my pants"
1988,4,I need bands
1989,4,"Every time I find somethin' new, they ain't shit"
1990,4,"So all I ever think about is licks, I needa brick-I need bands"
1991,4,Act like you've been around somethin' (Check check)
1992,4,Act like you've been around money
1993,4,I need bands
1994,4,Act like you've been around somethin' (Ayy)
1995,4,"Act right, you around money, yeah"
1996,4,Used to sleep on the floor with the carpet and the nails
1997,4,"Now it's money for bail, my girls got BBL's (Yeah)"
1998,4,Tryna get into the industry but I was late in it
1999,4,"I ain't never had my own lane, I created it"
2000,4,"So why would I give us a title if I'ma play with it?I'm in love with you, but bitch I hate this relationship (I hate it)"
2001,4,You gotta understand what come with fame when you fuck with me
2002,4,"My job already crazy, you act crazy when you faded"
2003,4,"You went left on me, then broke up, and she left on me"
2004,4,Now all your problems and bills supposed to be left on me
2005,4,I'm doing bad on anybody who test us (Test)
2006,4,"I got your social in my notes, and you next up (Yeah)"
2007,4,'Cause it's bigger than doing shows that 
2008,4, left
2009,4,"Fake diamonds, big shoes, you cannot hot step"
2010,4,Want a eighth of Wok nigga? go tweet a whole tab
2011,4,"Stop taking whole trips, start making dope, bitch"
2012,4,"Yeah (Yeah, yeah)"
2013,4,Yeah
2014,4,Ayy
2015,4,"Young nigga, no food, no moves, I'm finna start dealin' (Yeah)"
2016,4,"Fuck that, Igotcousins on crack,"
2017,4,I'm finna start stealin' (Scammin')
2018,4,"Workin' hard,hard work didn't bear fruit, I need to start peelin' (Yeah)"
2019,4,"Defense stats goin' up, what the fuck is soft? I need a hard million (Mil')"
2020,4,"It all started with the sidekicks, you know the swipe flick, I was snaggin' them fools (Bling)"
2021,4,Upgraded to the i
2022,4,"Pods, cameras, tripods, I was grabbin' 'em too (Yeah)"
2023,4,"On the train irritated 'cause my mama goin' to jail, I'm mad as a Mew"
2024,4,"Two comin' out the cage, that Louis look great, let's see what that pattern would do (Louis)"
2025,4,"Runnin' into Macy's, grabbin' a few"
2026,4,"A few grabs, I'll be back with the loot (Yeah)"
2027,4,Taught niggas how to steal for real
2028,4,"So I got bags, then got bags with them too (Bags)"
2029,4,Fuckin' hoes while my brothers going in their purse
2030,4,Them niggas was actin' a fool (Yeah)
2031,4,Don't inquire with me on what happened with you
2032,4,"Bitch, just bring me some food and a Magnum too"
2033,4,I'm fiendin' (Yeah)
2034,4,I need Henny to drown my demons (Demons)
2035,4,And a pussy to crown my penis (Yeah)
2036,4,"Need a lifeline, bitch, call Regis (Call him)"
2037,4,Sucked dry from all these leeches (Leeches)
2038,4,"And these leases, I'm freezin' (Burr)"
2039,4,"Got a stove, nigga need heatin' (Yeah)"
2040,4,Low-top black 's need creases (Creases)
2041,4,"I need it, bitch, I'm greedy (Yeah, ayy)"
2042,4,"Bitch, I'm greedy (Yeah)"
2043,4,It's a check (Ayy)
2044,4,"First lick, me and Skylar walkin' down Tenth"
2045,4,Both with our pockets hurtin' (Yeah)
2046,4,No common sense and a lot of nerve
2047,4,Waitin' on the whites to get off of work (Five)
2048,4,"Tall, tan, stupid, just mindin' his own"
2049,4,At first was thinkin' he was not one
2050,4,Then he walked past with i
2051,4,Pad and i
2052,4,Phone
2053,4,"Hah, nigga, we got one (Yes)"
2054,4,I reached for the cord and he turned around
2055,4,And seen two demons not playin' with him (Nah)
2056,4,"He tried to run, Skylar gave him a trip"
2057,4,And his lanky ass had his face in the fence (Bitch)
2058,4,"My mama doin' time, I help with the kids"
2059,4,"Skylar mama blind, he help with rent (Yeah)"
2060,4,They movin' us out and they movin' 'em in
2061,4,So we still in the place they developin' in
2062,4,"Yeah, turn it up in the headphones"
2063,4,I need to hear that shit wap
2064,4,There it is
2065,4,Yeah
2066,4,"I said fuego, coming with the flame like a Draco"
2067,4,"Make a broke nigga catch up, no tomatoes"
2068,4,"Le' go, build an infrastructure for my payroll"
2069,4,"No squares in my circles, save that for the Eggo's"
2070,4,"Hey hoe, take a trip down to San Diego"
2071,4,"You bust tricks, I flip cards for the peso"
2072,4,"Fabo, nigga geeked up in this bitch"
2073,4,I'm a pretty ass nigga with a prettier dick
2074,4,"Bitch hello, freeband's, all from Neiman's"
2075,4,"Leave the register, I'm doing the ""I just got the receipt"" dance"
2076,4,You a kiddie pool and niggas been off the deep end
2077,4,And I'm unemployed everyday is the weekend
2078,4,"I'm a Bay mobster, trend setter, wave monster"
2079,4,Ruth Chris scamming and I ordered eight lobsters
2080,4,Brought a bitch with me and she called it a feast
2081,4,"Bitch, I just really wanted something to eat"
2082,4,"Money, money, money, money, money"
2083,4,"Ha, ha, nigga was hungry"
2084,4,"I woke up, I got an appetite"
2085,4,I couldn't find no fettuccine no where
2086,4,"Money, money, money, money"
2087,4,So I had to get it instantly
2088,4,Please truffle butter me ASAP
2089,4,Harikiri on the beat
2090,4,"Yeah, yeah"
2091,4,She ain't never seen the ocean
2092,4,I took her to the coast
2093,4,I took her to the sea
2094,4,Never rode a jetski
2095,4,We wave running when we hit the beach
2096,4,Out in California
2097,4,California (Ayy)
2098,4,She wanna come to California (Yeah)
2099,4,Come to California
2100,4,Ayy
2101,4,I'm from the Northside of the state
2102,4,"Cal Bears, yeah that's The Bay"
2103,4,West Oakland every day (West)
2104,4,That's where my momma stay
2105,4,"Henny th, poolside"
2106,4,"Goyard bag, tool inside"
2107,4,"Double R, for the ride"
2108,4,Phantom doors suicide
2109,4,Dressing room pics
2110,4,She don't want to buy shit (No)
2111,4,She just want to eat frozen yogurt
2112,4,And suck my dick (frozen yogurt)
2113,4,"Pussy so wet, it drip to my wrist"
2114,4,She want to walk with a Toy Yorkie like a white bitch
2115,4,California lifestyle
2116,4,"Lay back, say that, slap this, play that"
2117,4,"Pac , Dre Mac"
2118,4,Ayy
2119,4,Flip the script
2120,4,When out of towners coming
2121,4,He don't know where they at
2122,4,She ain't never seen the ocean
2123,4,I took her to the coast
2124,4,I took her to the sea (Ayy)
2125,4,Never rode a jetski
2126,4,We wave running when we hit the beach (Wave running)
2127,4,Out in California
2128,4,"California (Out in California, yeah)"
2129,4,She wanna come to California (California)
2130,4,"Come to California (California, yeah)"
2131,4,James Delgado
2132,4,It's a check!
2133,4,"Ayy, bitch I'm on (Ayy)"
2134,4,I'm in Barney's like a Flintstone (Ayy)
2135,4,"Ayy, hit my line, money phone (Hit my line, ayy)"
2136,4,"Ayy, hit my line, money phone (Hit my line)"
2137,4,"Ayy, bitch I'm on (Bitch I'm on now, bitch)"
2138,4,I'm in Barney's like a Flintstone (In Barney's)
2139,4,"Hit my mine, loney phone, ayy, ayy (Haha)"
2140,4,"Hit my line, money phone, ayy"
2141,4,"Brrt brrt, got it off the chirp chirp"
2142,4,"Slide work, police want to blurp-blurp (Slide)"
2143,4,"Skrrt skrrt, skippin' plays like a disc"
2144,4,"Rice maker on a fine fish, skrrt off"
2145,4,"Prada reserve, braked offs (Prada)"
2146,4,"Cartier compass, you nerds lost (Carti)"
2147,4,"Baby, wanna take her shirt off, ayy (Titties)"
2148,4,"I'm shinin', so first off"
2149,4,"Candy paint glossed up, pieces embossed up (Look, wow)"
2150,4,"Look at me, I done bossed up (Bossed up)"
2151,4,"Ayy, if you need a job, I need another runner (Ayy)"
2152,4,"Ayy, if you got a problem (It's a check)"
2153,4,", you can run up (Ayy)"
2154,4,"Ayy, bitch I'm on (Ayy)"
2155,4,I'm in Barney's like a Flintstone (Ayy)
2156,4,"Ayy, hit my line, money phone (Hit my line, ayy)"
2157,4,"Ayy, hit my line, money phone (Hit my line)"
2158,4,"Ayy, bitch I'm on (Bitch I'm on now, bitch)"
2159,4,I'm in Barney's like a Flintstone (In Barney's)
2160,4,"Hit my mine, loney phone, ayy, ayy (Haha)"
2161,4,"Hit my line, money phone, ayy"
2162,4,I don't like bitches who don't like Hennessey (Hey)
2163,4,I don't like bitches who don't got pretty feet (Toes)
2164,4,All my black women hold me down when I'm bored
2165,4,All my white women got good credit scores
2166,4,So Money
2167,4,"Gram me to death, body-slam me"
2168,4,Six feet under the ground with niggas' grannies
2169,4,"I got a bitch who only hit me on my scam phone (Ayy, brr)"
2170,4,My New York bitch in different time zones (New York)
2171,4,I think you should choose up (Choose up)
2172,4,I think your nigga's a loser (He's a bitch)
2173,4,"You're doin' bad bitch, where your friends, huh? (Where your friends?)"
2174,4,"Ayy, swipe that, spend somethin', Finam"
2175,5,Simplified Chinese
2176,5,Si
2177,5,"I ain't , I don't have questionsvacation "
2178,5,Si
2179,5,You're so sweet 
2180,5,"You are purple, yellow, pink, blue, orange or green"
2181,5,I don't wanna be your friendbe your friend all day 
2182,5,"Paris, Tokyo "
2183,5,I don't want nobody else but you
2184,5,"I can't have nobody else but you, girl"
2185,5,Si
2186,5,"I ain't , I don't have questionsvacation "
2187,5,Rap music? China?What are they even saying?Is this Chinese rap music? (Boy)
2188,5,Sounds like they're just saying 'ching chang chong'
2189,5,Si
2190,5,"My chains, new gold watch, made in China"
2191,5,"We play ping pong ball, made in China bitch made in China"
2192,5,"Yeah Higher Brothers' black cab, made in China"
2193,5,She said that she didnt love me (Yeah)
2194,5,She said that she didnt love me (Yeah)
2195,5,She said that she didnt love me (Yeah)
2196,5,"She lied, she lied"
2197,5,She all made in China
2198,5,She all made in China
2199,5,She all made in China
2200,5,"She lied, she lied"
2201,5,Si
2202,5, made in China (Yeah)
2203,5, made in China (Yeah)
2204,5, made in China (Yeah)
2205,5, made in China cookin' made in China
2206,5,Chinese local
2207,5,"tee, uh "
2208,5,"A Yeah, AP"
2209,5,Sean
2210,5,Check
2211,5,I do what I want 
2212,5,A 
2213,5,Higher brothers
2214,5,H.O.T F 
2215,5,B
2216,5,K MVP Like 
2217,5, ? Punchline 
2218,5,"tee, uh "
2219,5,"A Yeah, AP"
2220,5,Sean
2221,5,Check
2222,5,Ido what I want 
2223,5,A 
2224,5,Si
2225,5,I-I-I'm flexing so hard turning bank into stripper club phone in my pocket I'm so lucky I get famous yah
2226,5,My money too longer (woosh)
2227,5, I can't count it up
2228,5,I'm flexing so hard
2229,5,Bitch I roll that I don't smoke that
2230,5,Si
2231,5,type fuck with my shit
2232,5,I have an interesting soul just like my interesting flow I show you how I get both
2233,5,Uh yah what they talk what they talk
2234,5,I was broke look at me now I'm a pro
2235,5,We gonna make a history ay
2236,5,Girl come to give me a kiss ay
2237,5,Who's your favorite rapper now
2238,5,All the way higher gang Ma
2239,5,Si
2240,5,Wei
2241,5,Asia boygentlemanmodelgoyard
2242,5,Versace
2243,5,"Vlone Bape Nike shoes I play, you watch"
2244,5,Friday VIP like me Psy.P
2245,5,Spike Lee 
2246,5,"I flexing so hard driving driving license, woah"
2247,5,I flexing so hard my tooth diamond
2248,5,Yeah I'm a money tree
2249,5,Who wanna be my neighborhood?
2250,5,Gucci bag
2251,5,Rich like Gucci Mane 
2252,5,"Better me, better me "
2253,5,Family family enemy finally made me move to Hills
2254,5,Too many skills
2255,5,Murder kills
2256,5,Dollar dollar bills
2257,5,Tell me how you feelstudio booty call
2258,5,"Whole lotta gang shit, yuh"
2259,5,"Ayy, pew pew, a-gling-gling-gling"
2260,5,"Dangerous huh, more dangerous"
2261,5,Know what I'm sayin'?
2262,5,Si
2263,5,I'm drinkin' Evian when I wake up
2264,5,"Broke-ass bitches, I can't feel ya"
2265,5,You can blow my whistle like I'm Flo Rida (Rida)
2266,5,Pretty momma on my dick do her yoga
2267,5,I'm drinkin' Evian when I wake up (I wake up)
2268,5,"Yay, broke-ass bitches, I can't feel ya (Feel ya)"
2269,5,You can blow my whistle like I'm Flo Rida (Rida)
2270,5,Pretty momma on my dick do her yoga
2271,5,Si
2272,5,sold out money dance (Soda)
2273,5," need purple shit, drink soda (Soda)"
2274,5,LV
2275,5,"Gucci young daddy, young body, young boss (Huh)"
2276,5, higherganggang.com (Oh)
2277,5,"I'm just living life, I dont really wanna go home (Life)"
2278,5, you should call me on my cellphone (Ring ring)
2279,5,Flexing time double cup (Oh)
2280,5,"Double star this shit so hot yeah, I feel so great, I believe I can fly"
2281,5,R. Kelly (Yeah)
2282,5,Si
2283,5,I'm drinkin' Evian when I wake up (I wake up)
2284,5,"Yay, broke-ass bitches, I can't feel ya (I can feel ya)"
2285,5,You can blow my whistle like I'm Flo Rida (Rida)
2286,5,Pretty momma on my dick do her yoga
2287,5," (Ayy, ayy)"
2288,5,F 
2289,5,Nobody can fuck with me (Ayy)
2290,5,"Chains on my neck, that's real k"
2291,5,Diamond shining like a star
2292,5,Trash trash trash 
2293,5,I'm fire like an AK- (Ayy)
2294,5, (Yeah)
2295,5,fuck beatbar (Yeah)
2296,5,"Broken bitch, without me you are the nothing"
2297,5,You know it better than me definitely
2298,5,"I'm so popular legendary (Ay, ayy)"
2299,5,Si
2300,5,"What the fu...Ayy, get Higher, get Higher, get Higher"
2301,5,"There's no Skype, no Facebook, no Twitter, no Instagram"
2302,5,We use We
2303,5,"Chat, yeah-e"
2304,5,"Ayo, Keith, tell me your We"
2305,5,Chat number (Ayy)
2306,5,Ah-hah
2307,5,BB
2308,5,BB (Ayy)
2309,5,BB (Ooh)
2310,5,Si
2311,5, (Whoa-oh)
2312,5, (Okay)
2313,5," (Yeah, uh-huh)"
2314,5,BB (Yuh)
2315,5, (Ayy)
2316,5, (Ayy)
2317,5, (Ooh-hoo)
2318,5, ()
2319,5," (, Ayy)"
2320,5, (Ayy)
2321,5,I'ma (Uh)
2322,5, (Uh)
2323,5, (Uh)
2324,5, ()
2325,5, ()
2326,5, business (Business)
2327,5, (Yah)
2328,5," (Yah, yah, yah, yah)"
2329,5," (Yah, uh-ooh)"
2330,5,Click here for the English lyrics
2331,5,"Uh, Aye Star"
2332,5,Rich
2333,5,Higher Gang
2334,5,"Oh, she got me cheesing, she really got cheesing"
2335,5,I can make you freezing cause I'm a fucking living legend
2336,5,"I'm driving foreign car, I got a lot guap"
2337,5,I buy me designer shit I don't worry about the charge 
2338,5,Chineserich
2339,5,Chinesepeace
2340,5,Chinese biggie murder da beat 
2341,5,Uh uh 
2342,5,Drop top area we pull up
2343,5,Si
2344,5,"Fly like a motherfucker (G-G-G-Good work, Charlie)"
2345,5,Si
2346,5,Look 
2347,5,Oh nuh nuh playground
2348,5,Yo yo yo 
2349,5,Oh yeah yeah 
2350,5,Oh lsabel butterfly 
2351,5,Isabellae Isabellae days 
2352,5, sing for me waiting for youmaybe true
2353,5,I do it 
2354,5,Si
2355,5,"Ayy, yuh hours is a long time is a long time, is a long time, long time, long time, is a long time"
2356,5,Sixteen hours is a long flight
2357,5,"Is a long time, is a long time, is a long time"
2358,5,Cookin' Soul
2359,5,Si
2360,5,I been in the game for a long time
2361,5,Sixteen hours that's a long flight
2362,5,You rob me you rob from the wrong guy
2363,5,She date me at the wrong time
2364,5,"Yeah, hold on"
2365,5,Sixteen hours that's a long flight
2366,5,You rob me you rob from the wrong guy
2367,5,She date me at the wrong time
2368,5,Si
2369,5,We don't see nothing wrong
2370,5,Over here James Mao
2371,5,BBW where you from
2372,5,Si
2373,5,Ladies follow my lead
2374,5,She take my breath
2375,5,She body like 
2376,5,Si
2377,5,No Name Studio B long night
2378,5,You still play toy we got hits boy
2379,5,I just do my thing that's so nice
2380,5,My purple hair like lean in the cupnight clubanything
2381,5,Oh don't tell my mom (my ma)
2382,5,I bought her a car
2383,5,Gotta whole lotta guap
2384,5,I can't get enough (yuh)
2385,5,Don't tell my mom
2386,5,I bought her a car
2387,5,Gotta whole lotta guap (skrr)
2388,5,I can't get enough
2389,5,Check one two one two
2390,5,Mr. Enjoy the Money
2391,5,"This time no one can stop me, nobody can stop me"
2392,5,Only your love can make me higher
2393,5,Cinderella Las Vegasgambling I can lose anything
2394,5,Jamie Foxx play pianoviolin make you happy
2395,5,Say you love me lobby Romeo
2396,5,L-O-V-EDo you love 
2397,5,Kiki
2398,5,Rollieslowly
2399,5,Pull up in my coup it's tears from you
2400,5,I know you been waiting but now I coming for you 
2401,5,Oh 
2402,5,My pretty angel when you cry
2403,5,Diamonds more like rain
2404,5,My VVS around your neck
2405,5,Baby now you be like queen
2406,5,Make surprise imagine your face
2407,5,Day after day after day
2408,5,Okay she don't want give me a chance
2409,5,She don't want give me a chance
2410,5,Yo you sad all day
2411,5,She say she will back you believe always 
2412,5,But I don't care
2413,5,Knowknow wow bling bling believe yourself
2414,5,Si
2415,5, logo
2416,5,All the people 
2417,5,Si
2418,5,Harikiri on the beat
2419,5,Si
2420,5,Let me pick you up girl (yeah)
2421,5,car girl (yeah)
2422,5,Pablo
2423,5,But this is nothing wrong girl (wrong)
2424,5,do the dash girl (skrr)
2425,5,I always got the cash girl
2426,5,Ma last year being broke
2427,5,But this is nothing wrong girl (woosh!)
2428,5,I don't see nothing wrong (nothing wrong)
2429,5,I don't see nothing wrong
2430,5,I don't see nothing wrong (nothing wrong)
2431,5,I don't see nothing wrong
2432,5,"Hey girl, watch me (watch me)"
2433,5,rapperperfect (perfect)
2434,5,bad trip woah (woah)
2435,5,", woah (woah)"
2436,5, woah (yeah)
2437,5,See you next time 
2438,5,Babysmile
2439,5,I dont see nothing wrong
2440,5,"I don't see nothing wrong, bed breaking"
2441,5,I don't see nothing wrong 
2442,5,"I don't see nothing wrong, no, no"
2443,5,"I don't see nothing wrong, okay"
2444,5,Si
2445,5,Ay
2446,5,"Yeah, yeah"
2447,5,Ay
2448,5,I got the Higher Brothers
2449,5,"Hey, what's up J. Mag?Shoutout to the Higher Brothers"
2450,5,"Yeah, we higher, we higher, we higher, we higher"
2451,5,Smoking on dope like yahh
2452,5,Going on tour like yahh
2453,5,Counting them bands like yahh
2454,5,Hitting your bitch like yahh
2455,5,Smoking on dope like yahh
2456,5,Going on tour like yahh
2457,5,Counting them bands like yahh
2458,5,Hitting your bitch like yahh
2459,5,black cab look J. Magrockstar how many
2460,5,Chinese rappers
2461,5,Higher Brothers 
2462,5,TRAP TRAP TRAP T.R.A.P. verseyeah logo yeahwho yahh yahhbro you cant stop me play my game
2463,5,Si
2464,5,Si
2465,5,"Yah, Higher gang, room service"
2466,5,Si
2467,5,Room room room room room room service
2468,5,Room room room room room room service
2469,5,I need a bottle of wine
2470,5,Room room room room room room service
2471,5,Room room room room room room service
2472,5,I need a bottle of wine
2473,5," hello making program open it sexy lady come on, okay? Follow me"
2474,5,VVS 
2475,5,"Yah, pussy said you are my need, er "
2476,5,"Er, er, yah, yah"
2477,5,English not good blue 
2478,5,Si
2479,5,Room room room room room room service
2480,5,Room room room room room room service
2481,5,I need a bottle of wine
2482,5,Si
2483,5, room service 
2484,5,My chigga
2485,5,"Nike, Adidas bitchfeels like"
2486,5,Never get money up
2487,5,Higher Brotherstrap
2488,5,Black cabdriver
2489,5,My chigga
2490,5,"Nike, Adidas bitchfeels like"
2491,5,Wi-Fi 
2492,5,White guy i
2493,5,Pad fake
2494,5,Bitch
2495,5,GTR 
2496,5,"Yeezy Yeezy Yeezy Jordan, Gucci Gucci Gucci Prada"
2497,5,Daddy 
2498,6,"We fell in love on Geary Boulevard, ayy"
2499,6,"With the sun comin' down on the front of my car, ayy"
2500,6,"Felt somethin' like, somethin' like an 's movie, yeah"
2501,6,"Felt somethin', like somethin' like you'd never lose me, yeah"
2502,6,"So why we gotta check into the heartbreak hotel?Oh hell, you know me better than myself"
2503,6,"I don't wanna go home, no way without you"
2504,6,Ain't gonna be good for my health
2505,6,And every roadmap leads straight to your heart
2506,6,So I can't leave you tonight
2507,6,"No, not tonight"
2508,6,'Cause who's gonna drive you home ('Cause who's gonna drive you home)
2509,6,When you've had a crazy day? (When you've had a crazy day?)
2510,6,Who's gonna dry your eyes (Who's gonna dry your eyes)
2511,6,When your tears fall like the rain?Tears fall like the rain
2512,6,"I think we lived in a homemade video, ayy"
2513,6,"But it's like you and I rewind to the lowest low, ayy"
2514,6,"I always thought, always thought we could reverse it, yeah"
2515,6,"I always thought, always thought we could be perfect, yeah"
2516,6,"So why we gotta check into the heartbreak hotel?Oh hell, you know me better than myself"
2517,6,"I dont wanna go home, no way, without you"
2518,6,Ain't gonna be good for my health
2519,6,And every roadmap leads straight to your heart
2520,6,So I can't leave you tonight
2521,6,"No, not tonight"
2522,6,'Cause who's gonna drive you home ('Cause who's gonna drive you home)
2523,6,When you've had a crazy day? (When you've had a crazy day?)
2524,6,Who's gonna dry your eyes (Who's gonna dry your eyes)
2525,6,When your tears fall like the rain?Tears fall like the rain
2526,6,"You don't call me ""Baby""You call me my name"
2527,6,But I keep on hoping
2528,6,Nothing has changed
2529,6,Yeah-eah
2530,6,We keep on touching
2531,6,But we don't feel
2532,6,Feels like you're letting
2533,6,Your hands off the wheel
2534,6,Ayy
2535,6,"What if I justholdonfor a while?Baby,there's no drugquite like denial"
2536,6,"Oh my, if this is goodbye"
2537,6,Don't leave me loving you
2538,6,But whatever you do
2539,6,Don't leave me loving you
2540,6,If you tip-toe out in the morning
2541,6,I need a warning
2542,6,If you don't feel it too
2543,6,But whatever you do
2544,6,Don't leave me loving you
2545,6,If you're out of this when I'm all in
2546,6,I need a warning
2547,6,"Don't leave me loving you, babe"
2548,6,"Whatever you do, bab"
2549,6,"Don't leave me loving you, bab"
2550,6,"Ooh, babe"
2551,6,The sun is setting
2552,6,In purple and blue
2553,6,Is there no getting
2554,6,Closer to you?Yeah-eah
2555,6,Waking up strangers
2556,6,California King
2557,6,Reaching out for you
2558,6,To bring you to me
2559,6,Yeah-eah-eah
2560,6,You taste like cigarettes
2561,6,I hit it every chance I get
2562,6,"Girl, you got me dripping sweat"
2563,6,You pull me back every time I quit
2564,6,Yeah
2565,6,You taste like cigarettes
2566,6,Your body feels like disrespect
2567,6,Let you play me like an instrument
2568,6,"But I'm addicted to it, yeah"
2569,6,"I'm addicted to it yeah, yeah"
2570,6,I felt her coming and I couldn't escape
2571,6,I'm in the belly of the beast again
2572,6,My dirty secret that keeps me awak
2573,6,"Don't stop now, you got me ready to (Blow!)"
2574,6,"Oh-oh-oh-oh, oh-oh-oh"
2575,6,"Oh-oh-oh-oh, oh-oh-oh"
2576,6,"Oh-oh-oh-oh, oh-oh-oh"
2577,6,You taste lik cigarettes
2578,6,"I got a problem think, I'm into it"
2579,6,I breathe her in and hold it in my chest
2580,6,I take a hit and let it burn my lips
2581,6,Burn my lips (Hey!)
2582,6,I felt her coming and I couldn't escape
2583,6,I'm in the belly of the beast again
2584,6,My dirty secret that keeps me awake
2585,6,Don't stop now you got me ready to (Blow!)
2586,6,"Oh-oh-oh-oh, oh-oh-oh"
2587,6,"Oh-oh-oh-oh, oh-oh-oh"
2588,6,"Oh-oh-oh-oh, oh-oh-oh"
2589,6,Blow
2590,6,"You turn over the hourglass, the sand is falling down"
2591,6,"Oh, it's too fast for you,oh,you"
