song_id	duration_ms	key	mode	time_signature	acousticness	danceability	energy	instrumentalness	liveness	loudness	speechiness	valence	tempo
6nz35DNIzbtj5ztpDEcW1j	254466	5	1	4	0.164	0.652	0.809	0	0.175	-5.276	0.17	0.512	94.786
5PZ0nHDwYAgmJBjKmRYmke	217333	0	1	4	0.143	0.624	0.832	0	0.0799	-6.78	0.0572	0.783	145.071
3T3Epzn2xHawkZ7uzxR13p	201667	2	1	4	0.0707	0.494	0.87	2.98e-05	0.0798	-4.33	0.0413	0.504	146.882
2ijMU9lYFCvGBzgwJ8Sd8q	228880	1	0	4	0.0041	0.315	0.751	0	0.0984	-5.74	0.0517	0.272	119.566
25EtWmcUALs9Gtfiv7Bcab	256227	5	1	4	0.00615	0.449	0.698	0	0.325	-5.733	0.276	0.516	83.373
4pmU8AtVu9qU40Xd9zjEfA	169027	7	1	4	0.00944	0.542	0.898	0	0.339	-3.527	0.0566	0.682	133.067
5ngSGTy4Tw8cIBCMeIgoc9	224107	1	1	4	0.382	0.755	0.604	0	0.125	-5.436	0.417	0.663	98.458
7BF4rAwnW02RuqmOvn6PTu	278453	4	0	4	0.00012	0.697	0.723	7.48e-06	0.159	-8.303	0.0345	0.629	84.002
3g6SuyjGaGyAXmjvdNI1IU	240320	10	1	4	0.091	0.825	0.6	0	0.123	-5.378	0.162	0.607	119.956
43OvQi0oJuPBFGiPxIoPC5	233653	3	1	4	0.316	0.588	0.702	0	0.189	-5.295	0.0269	0.597	106.052
0rJBJ4K6uNeDg1rGVyi0Tp	264640	11	1	4	0.434	0.634	0.653	0	0.109	-5.89	0.0689	0.5	116.156
13yEuYLJYxPCLJR0KNOqpk	243280	10	1	4	0.259	0.541	0.602	1.37e-06	0.125	-6.033	0.0257	0.446	81.32
2334WaCjswLcRIRgTTPWaZ	303667	8	0	4	0.36	0.661	0.746	0	0.454	-2.223	0.25	0.678	83.939
4uXmPyb5Lk6ETxnMTuvL1G	176240	11	1	4	0.455	0.733	0.776	0	0.483	-5.502	0.052	0.827	145.143
1n0sSWKVzYxn81j3jU0DFN	188627	9	1	4	0.0727	0.696	0.858	3.19e-06	0.0631	-5.155	0.0859	0.533	176.061
0aJrYfARfCKzv6gXjhs4SZ	209547	4	1	4	0.255	0.792	0.647	0.000223	0.132	-8.314	0.045	0.694	102.477
5oxGaQRd6cLnEcxxbw0soP	197173	4	0	4	0.000739	0.689	0.886	0.00187	0.0524	-5.045	0.0639	0.568	100.029
33Ac3dT2JHu0ljlPoGVYHT	251333	6	0	3	0.164	0.496	0.579	0.000679	0.335	-7.429	0.0336	0.499	156.953
0W4NhJhcqKCqEP2GIpDCDq	255333	5	1	4	0.075	0.676	0.512	0	0.0805	-4.18	0.0286	0.333	116.69
0a7BloCiNzLDD9qSQHh5m7	180267	11	0	4	0.00494	0.616	0.961	0	0.078	-3.144	0.139	0.523	114.492
02acUMylPHMjJ9miDc9b38	256600	1	0	4	0.0152	0.435	0.729	2.63e-05	0.11	-4.818	0.0307	0.524	188.017
3H2PYvePtlKoErKnlP943M	216427	5	1	4	0.0551	0.677	0.864	0	0.351	-4.062	0.0319	0.69	119.981
3xxoo1LSoSajewrSdNdfdo	204606	9	1	4	0.22	0.744	0.9	0	0.617	-4.545	0.222	0.747	109.588
7j3Tj8swl6iKS7eV78t2qR	228680	7	1	4	0.0213	0.832	0.492	0	0.337	-9.633	0.272	0.541	98.402
408wKFP7qp6ALbjcex2t9k	178840	2	1	4	0.24	0.623	0.899	0	0.344	-3.997	0.0577	0.663	128.046
6brl7bwOHmGFkNw3MBqssT	207187	6	1	4	0.273	0.699	0.592	0	0.202	-8.298	0.262	0.589	94.933
3HVJbdz0V402U5YggQK4Ao	214960	1	1	5	0.0043	0.658	0.551	0.000108	0.197	-6.62	0.37	0.442	138.335
6NSlNryPDSICV6ER6ZRosi	245947	0	1	4	0.148	0.616	0.457	0	0.125	-6.761	0.034	0.208	119.646
0eqegAaplGBvg5jFjosHgb	236173	0	1	4	0.182	0.522	0.792	3.6e-06	0.105	-3.795	0.0298	0.289	132.998
47txOIUiWXzMDXe6U76mi0	240256	8	0	4	0.000148	0.446	0.824	0.000367	0.244	-3.635	0.0362	0.356	132.011
2b86QdcYHnO4YRXqfqlmGH	234053	3	0	4	5.51e-05	0.55	0.921	0.000214	0.0999	-4.606	0.0312	0.354	107.013
4mWYx9wadNBVrgcTRzHSkB	207347	7	1	4	0.000272	0.474	0.959	0	0.282	-3.865	0.0748	0.721	147.007
7DFnq8FYhHMCylykf6ZCxA	229040	4	1	4	0.119	0.536	0.612	0	0.209	-5.847	0.272	0.57	86.768
4E89wfYbGzoNolObrFhoG4	177520	6	0	4	0.0533	0.501	0.941	0	0.358	-3.487	0.199	0.69	170.062
0cE0J96KeivafL6goJwpmq	211893	9	1	4	0.0254	0.689	0.907	0.000732	0.138	-5.587	0.037	0.912	116.968
0gJvqi9QyASOCtJu99tytc	219493	5	0	4	0.248	0.587	0.583	0	0.124	-5.284	0.0313	0.15	139.92
4hsyw2yfhsrKd4qolsxHcO	194173	1	0	4	0.0145	0.867	0.491	0	0.112	-7.493	0.047	0.2	100.991
0BHNSNcbTxQSwxXNnr9oUw	259733	7	1	4	0.874	0.557	0.385	0	0.175	-7.835	0.0262	0.148	103.73
1WzAeadSKJhqykZFbJNmQv	211893	6	1	4	0.331	0.742	0.638	0.000221	0.0584	-4.332	0.0239	0.748	100.504
4RBL1O2KXydgUhZrslOsn5	338520	9	1	4	0.782	0.598	0.223	9.76e-05	0.102	-9.842	0.0365	0.211	117.308
6RfDLynqmspMOKA57mXyQI	235933	7	1	4	2.51e-06	0.338	0.887	0.00138	0.0616	-6.447	0.0424	0.561	97.018
5zni15XyrdqAGExRcMSJi2	158707	2	1	4	0.376	0.637	0.682	0	0.17	-4.632	0.0291	0.541	81.016
5ZdzNVOmCSp5HFLk0EgvJS	193653	10	1	4	0.000343	0.469	0.955	1.35e-06	0.548	-4.253	0.0432	0.462	143.853
2ygMBIctKIAfbEBcT9065L	213067	9	1	4	0.0116	0.651	0.924	0	0.757	-3.083	0.286	0.687	153.668
3NkIfsiFHnljGrlXSD2AJ3	222387	5	0	4	0.0349	0.697	0.859	0	0.0931	-5.306	0.19	0.696	93.78
5VknTitqmNlYucokTQbMye	250853	5	1	4	0.564	0.518	0.566	0	0.0949	-4.628	0.0255	0.27	140.125
3lec3CzDPAxsZokPph5w87	226493	2	1	4	0.665	0.359	0.518	0	0.106	-3.537	0.0302	0.135	76.572
4SO0nnqRKg2sNfvEaEBs4w	187213	5	1	4	0.0606	0.459	0.703	0	0.0889	-5.294	0.0338	0.39	159.856
2R4KCSHfWuYiCMSu9f0nuc	219560	11	1	5	0.214	0.704	0.576	0	0.188	-7.711	0.477	0.586	124.955
3HKENICtez4Mz0tnUqpFIP	218613	4	1	4	0.288	0.745	0.45	0	0.0538	-9.121	0.0354	0.807	133.952
20jYtEun4dUdYZ9foaOC48	326960	1	0	4	0.12	0.796	0.68	4.02e-06	0.11	-6.012	0.236	0.582	123.946
3hb2ScEVkGchcAQqrPLP0R	258920	8	1	4	0.000932	0.513	0.877	0.000163	0.136	-3.756	0.0292	0.389	145.919
0815caqt2Lytro5EIzMufT	195493	7	1	3	0.103	0.456	0.432	0	0.176	-7.682	0.0266	0.391	139.909
11sSvwrDX5BBUhbBZRKUxy	294893	0	1	4	0.0217	0.607	0.941	0.071	0.119	-6.163	0.0486	0.414	144.04
7lXbmBVZsyhxsxBzodG1w3	246560	1	1	4	0.0138	0.81	0.72	0	0.221	-4.793	0.0503	0.805	121.984
6tuiDRFaXOBqFLpeTBjAAn	187133	9	1	4	0.0223	0.521	0.855	5.54e-06	0.0869	-3.348	0.0687	0.257	158.743
0yyZQK7XXCJWDGPCxTIlLS	153053	5	0	4	0.00406	0.595	0.83	0.000222	0.625	-3.534	0.0636	0.945	191.983
2lgz3yy1AyoceOVOOBmiOS	207507	9	1	4	0.283	0.548	0.554	0	0.0708	-6.408	0.0587	0.382	79.918
2TfSHkHiFO4gRztVIkggkE	229093	7	1	4	0.00898	0.499	0.824	0	0.163	-4.741	0.0794	0.699	161.977
6TQi1WGLxAyy1itA3CqSlD	237947	1	1	3	0.0532	0.7	0.547	0	0.068	-7.907	0.156	0.67	157.137
55whbebR4olz2HHcRQa2kx	281880	0	0	4	0.00121	0.589	0.877	0.013	0.169	-6.229	0.046	0.443	132.971
722QPOI0pGJJ0Y0P6ETzgE	210627	4	1	4	0.0582	0.678	0.895	0	0.0788	-5.339	0.0394	0.97	94.965
1D7UBHqaPWDbBHs2S5YXge	254333	6	1	4	0.0271	0.47	0.806	0.000142	0.2	-4.1	0.0328	0.403	93.853
4xNEF6tGOHGcsvJ5r8hOJ0	205720	9	1	4	0.0179	0.461	0.637	3.78e-05	0.202	-4.253	0.0385	0.252	78.846
6gxycjJNMgmAyfzUXBN80P	258653	4	1	4	0.953	0.432	0.261	0.00342	0.0903	-12.591	0.0512	0.273	89.567
17rIVBaKmf2slzYyTqC2Zs	227333	4	1	4	0.000554	0.947	0.483	3.39e-06	0.218	-7.339	0.11	0.719	110.022
1KW8BTLgbRCTH8pzUmboLE	220467	10	0	4	0.00956	0.901	0.359	0	0.0752	-8.198	0.248	0.219	149.019
4XOZaPYeMn9hcbpyS90NnD	208187	11	0	4	8.48e-05	0.344	0.972	0	0.293	-3.675	0.116	0.387	167.819
0nTiC2fGkM4q8bGlBKGrGx	229973	6	0	4	0.000344	0.399	0.796	0.000349	0.0824	-5.047	0.0773	0.359	146.223
4wzt5Rrk3W98pHXAqutuJw	311292	7	0	4	0.00548	0.413	0.557	0.00227	0.155	-10.841	0.0335	0.158	120.318
5vvoFE63Z7yw2TTj4icSDn	186600	7	1	4	0.000722	0.572	0.961	0.021	0.207	-3.089	0.0625	0.818	76.998
2yhhcHTfvLC0HzSajGYL0h	185800	7	1	4	0.00687	0.628	0.92	5.34e-05	0.337	-3.252	0.0287	0.808	126.998
0d28khcov6AiegSCpG5TuT	222640	6	1	4	0.00836	0.818	0.705	0.00233	0.613	-6.679	0.177	0.772	138.559
5Q4lFAfvLhGB7DNcg2DwgA	247053	5	0	4	0.161	0.675	0.635	0	0.48	-5.356	0.0632	0.562	82.21
3AtEmZakWcgiruX2FcUG8e	240187	1	0	4	0.016	0.825	0.694	0	0.0426	-7.426	0.0665	0.782	152.047
1VHrvEgtupxQ9OJ1ARsM3y	246613	9	1	4	0.0192	0.785	0.929	0	0.873	-1.635	0.0424	0.93	126.23
5qrzhg9Fmu8Amg2uMhHfe5	337640	5	0	4	0.278	0.525	0.652	0	0.339	-7.042	0.28	0.602	127.673
2ajhenDRiiAnCHHjsIOHhJ	224253	7	0	4	0.0351	0.891	0.439	0	0.0932	-7.994	0.428	0.622	77.499
79Ot5mE1cG9Ge4YQKAJT1d	209373	1	1	4	0.282	0.907	0.859	0	0.0676	-3.969	0.28	0.853	116.925
50UkypyQJbSQLaXHke5Yep	180493	6	0	4	0.022	0.947	0.883	0.000478	0.422	-6.306	0.208	0.56	100.004
1VdHooAMVaGXPSty8pifv9	240093	11	0	4	0.399	0.536	0.943	2.27e-05	0.225	-5.317	0.108	0.622	123.759
3850dYVgOFIXJh5U4BFEWH	337733	9	0	4	0.0039	0.649	0.647	0.161	0.0686	-7.695	0.0452	0.405	125.02
6M69lSKKH2id01UXyp7Vk9	211680	8	1	4	0.0152	0.432	0.776	0.0153	0.834	-3.474	0.0443	0.667	128.038
4MSnF5Ajr8P0LqC4Zd66DH	247800	1	1	4	0.111	0.478	0.529	2.17e-06	0.109	-5.164	0.0265	0.294	139.802
4CDIEKHMb2MBgvgHBkhiJD	281320	10	0	4	0.0553	0.618	0.746	0	0.273	-5.476	0.352	0.75	75.272
23zxVVtHjo2mbtAoAg5XB4	232267	3	1	4	0.00289	0.398	0.902	0	0.066	-3.518	0.0861	0.491	166.823
69xZrRwScYMhlCMcxrF958	264920	0	1	4	0.154	0.811	0.726	0	0.116	-3.995	0.0813	0.666	131.027
2hQU8LNZFUcXLUwqeABX3K	233867	10	0	4	0.0422	0.7	0.529	0	0.101	-6.816	0.0395	0.386	143.555
4uHWKxOguUCwu05P0cfveU	191120	8	1	4	0.0325	0.929	0.593	2.11e-05	0.273	-5.925	0.279	0.67	108.862
3duP6mBVDsHM8ioN7o7dAK	272347	9	1	4	0.211	0.41	0.78	0	0.48	-5.391	0.0332	0.695	88.016
7b0DIYlAZDBd2fc6OwKwxF	198827	7	1	4	0.00224	0.661	0.519	0.917	0.177	-8.912	0.072	0.415	80.045
1mIQiN9xMz58kfQO6wjOeX	198213	6	0	4	0.135	0.657	0.577	1.41e-05	0.0853	-7.832	0.0266	0.38	114.039
5GRFyKCYXXXlImIY8zhBmV	212853	9	1	3	0.539	0.624	0.477	0.000152	0.158	-7.561	0.0289	0.608	94.404
06T2c6axZSbnEwEYsBmj0Z	269667	9	1	4	0.187	0.485	0.629	0	0.0516	-3.967	0.0263	0.426	167.733
4x2rgtSFOI4hRvEvDj02KP	208107	8	1	4	0.0962	0.745	0.694	0	0.0454	-7.519	0.128	0.74	95.924
2AbgjLSmW8l5XaaR4nQE3w	217067	4	1	4	0.212	0.463	0.819	0.000268	0.0599	-7.662	0.0357	0.591	183.998
5tdbsJQ86BVvjmpTikVP7q	257693	2	1	4	0.0817	0.497	0.468	0	0.112	-8.182	0.0286	0.285	133.789
0F7rEdewJ6cSLylOZZpDu7	230713	0	0	4	0.088	0.722	0.329	0	0.081	-11.617	0.108	0.166	99.991
2CWYATyxjd8tOsXdyuRWUv	213267	7	1	4	0.00174	0.486	0.592	0.00114	0.0935	-5.176	0.0298	0.329	113.228
6UO0TGTr33kZLXG4PxRYZx	272547	7	0	4	0.00246	0.524	0.885	0	0.137	-5.105	0.0484	0.442	95.05
6oO7WMjD6kEvCITLbVj0mu	189440	6	1	4	0.0303	0.274	0.92	0.000412	0.115	-4.096	0.0489	0.0397	153.986
6IC6VhpV7D8T1t037Atqpu	187053	2	1	4	0.148	0.673	0.729	1.46e-06	0.081	-6.952	0.0287	0.717	93.948
3sHH7lklbfpcraDDvYnjo7	311813	0	1	4	0.000248	0.541	0.968	8.28e-06	0.423	-4.129	0.0396	0.505	125.04
6CWKr7YOv8OLO3b5wB00fZ	328480	7	1	4	0.00264	0.547	0.645	0	0.14	-5.857	0.027	0.305	80.083
6Wuv7MrhesuDsuGv8vcrOd	230907	2	0	4	0.124	0.63	0.772	0.000432	0.116	-8.366	0.0251	0.717	128.133
5tFDgH6do20IXdSoNBAmXK	327693	2	0	3	0.248	0.358	0.541	0	0.33	-4.237	0.0722	0.409	85.595
1yKu2MhpwzDXXH2tzG6xoa	196093	5	1	4	0.0932	0.693	0.823	0	0.328	-3.761	0.0726	0.741	87.904
3ZffCQKLFLUvYM59XKLbVm	285653	7	1	4	0.023	0.546	0.814	0	0.0972	-5.146	0.0314	0.146	104.98
4EI8VuxUuIHKfafU72emqz	201400	0	1	4	0.0263	0.842	0.476	0	0.0865	-7.918	0.0626	0.767	140.01
4HE1X1MtjHCjxicUHYQmyW	282720	5	1	4	0.0587	0.585	0.577	0.00369	0.102	-5.752	0.0228	0.335	80.02
0hfJNGh9nLKhd0RHvpDcUs	179427	1	0	4	0.0312	0.705	0.72	1.04e-05	0.0735	-3.22	0.0408	0.943	128.039
2CdpJsQgfJu31v6jgTvcL2	256654	8	0	4	0.443	0.573	0.458	0	0.17	-9.409	0.205	0.458	84.807
77VW8u6inET54YAKN1RSnd	188933	5	0	4	0.00043	0.58	0.983	0.00694	0.0801	-3.291	0.0636	0.416	110.053
06Zz2l7cVTCTgCNDe1bnEF	229107	4	1	4	4.91e-05	0.494	0.896	0.000235	0.213	-4.056	0.0778	0.615	130.046
7LK24bSJb4Q1zGi4inTZyy	234293	1	1	4	0.188	0.514	0.609	2.5e-06	0.0793	-5.034	0.0267	0.362	147.774
5Vkdh8GfdXmwyJjzPewMWM	254573	2	1	4	0.149	0.646	0.431	0.000428	0.108	-9.287	0.029	0.248	145.855
1QZFn6QUNHfCp8s06C91hw	252107	2	1	4	0.000189	0.462	0.913	0.00142	0.0671	-4.298	0.074	0.72	145.522
596KxlJVRMeLDw8JzEBwWH	204951	9	1	4	0.571	0.55	0.852	0	0.16	-2.211	0.0629	0.589	132.255
23SlyxzUtQtExgEButcOtR	213933	11	0	4	0.00044	0.524	0.816	0	0.0777	-3.49	0.0308	0.252	116.026
5ROnL6aB4p15CZ2sce0ciQ	232840	2	1	4	0.181	0.78	0.493	0	0.108	-6.516	0.124	0.82	134.086
0NJu93oln1kkgbHLFzLJ4h	192240	5	0	4	0.0504	0.534	0.671	0	0.362	-5.023	0.195	0.422	174.292
2VC56eybNyq2O2ahMgS6JT	69520	5	1	4	0.148	0.585	0.526	0	0.0651	-5.785	0.0331	0.454	88.996
29Qqb1qYSjC1pSK8QPDnkp	283160	2	1	4	0.0402	0.618	0.832	1.58e-05	0.033	-3.535	0.0374	0.8	104.942
5ynxx6zC4dgzsMHLYQ04Dc	207213	8	1	4	0.00018	0.546	0.959	0.00144	0.0584	-4.664	0.082	0.416	127.831
0x7663BmBYv7m1ejUzXHfd	220800	11	1	4	0.0308	0.57	0.738	0	0.0885	-4.093	0.0336	0.159	120.061
433JymbpWnRMHXzp1oTRP7	257027	7	1	4	0.00632	0.617	0.741	0.00324	0.166	-4.094	0.0438	0.222	129.976
1yKAqZoi8xWGLCf5vajroL	194253	11	0	4	0.0286	0.202	0.886	0	0.643	-3.805	0.0816	0.192	145.781
281kNQmgirthnKNA5LHQSs	241120	2	1	4	0.0237	0.682	0.523	0	0.18	-9.69	0.335	0.366	170.049
56EYmR9IrFKKYdygcKXrvH	207133	9	0	4	0.258	0.559	0.944	0	0.165	-1.422	0.085	0.66	99.027
1rAjqlDA4gQMKxyP1z99q8	241488	7	1	4	0.372	0.739	0.408	0	0.357	-8.44	0.0293	0.459	100.021
120w1eBYfiYrSXtegu6uEb	251480	6	1	4	0.00254	0.273	0.59	1.07e-06	0.108	-4.997	0.0295	0.214	174.863
6RJdYpFQwLyNfDc5FbjkgV	245227	8	1	4	8.51e-05	0.404	0.969	0.0114	0.268	-2.938	0.195	0.29	173.878
7LVHVU3tWfcxj5aiPFEW4Q	295533	3	1	4	0.163	0.209	0.418	0.00195	0.113	-8.74	0.0338	0.123	138.265
37oEm1l0NL6Ud2ccgsdgND	205413	5	0	4	0.00121	0.624	0.922	2.46e-05	0.0785	-4.536	0.0604	0.676	141.968
4DZxe0dlfauYao6bxgH2st	172853	1	1	4	0.0303	0.872	0.785	0	0.0798	-5.463	0.153	0.723	95.991
5g6vcZhxbwouWEBA3c7AgC	177107	0	1	4	0.41	0.746	0.697	8.13e-05	0.189	-6.979	0.0296	0.748	115.252
2QSMVeSbQq33miA4nJzVpe	195427	0	1	4	0.0219	0.561	0.785	2.64e-06	0.0969	-4.373	0.0245	0.46	104.939
72X2RPQiMoOjQrdI2B9Olu	263093	9	0	4	0.000576	0.7	0.807	0.00488	0.0996	-5.711	0.029	0.963	112.15
6tp27J7xy18DQiQXut3GsF	219000	9	1	4	0.17	0.668	0.788	0	0.0833	-5.179	0.197	0.603	89.907
5y4TDQdYzlT4eoQIPOgNDz	240040	4	0	4	0.176	0.838	0.594	0	0.0867	-5.695	0.113	0.507	90.038
4D8uIY6Wzj7dJDaw0dW0UF	256600	0	1	4	0.0811	0.645	0.693	1.22e-05	0.175	-6.481	0.0344	0.553	97.555
4eihdGG3Tga3oFq4yqCDeL	262640	9	1	4	0.00494	0.624	0.766	0	0.107	-6.31	0.396	0.714	91.727
0AKAxdNkwq9ZxRdW1DN9zW	198973	9	1	4	0.00165	0.548	0.889	0.00109	0.197	-4.682	0.0382	0.425	90.048
4TsmezEQVSZNNPv5RJ65Ov	246960	7	1	4	0.000155	0.779	0.64	0.00077	0.101	-8.415	0.159	0.498	99.019
1JURww012QnWAw0zZXi6Aa	234147	9	1	4	0.00509	0.571	0.89	0	0.0769	-1.6	0.0395	0.751	110.958
4etE2X6t7GmyiuYLIdI8H5	230373	8	1	4	0.455	0.49	0.817	0	0.0885	-5.405	0.0355	0.808	168.115
1BFfvGcVL0CdnqWmZM3bH2	257267	6	0	4	0.0181	0.474	0.833	0	0.23	-3.466	0.0344	0.381	142.908
6goA1BGYQSSricr7oV8r8m	195573	2	1	4	0.503	0.577	0.728	0	0.133	-6.944	0.0478	0.78	131.908
5CWyE2OcZI1HVnHBh4RrKF	230133	1	0	4	0.000235	0.834	0.652	0.0933	0.206	-7.899	0.18	0.548	95.015
401olpZBrdF03wa5lJfgdy	240560	1	1	4	0.066	0.625	0.698	0	0.116	-6.375	0.029	0.36	116.028
3lyLqIn8mybyEFTs8JJaLf	225907	7	1	4	0.844	0.608	0.37	1.87e-05	0.112	-9.207	0.0306	0.349	127.631
1rXn9CgyDaiZ9rCqwxLYim	217947	2	1	4	0.516	0.613	0.426	0	0.131	-6.418	0.0289	0.129	129.644
0dZlON0G0od05O549PikZU	237347	7	1	4	0.265	0.627	0.675	0	0.309	-8.299	0.284	0.662	87.93
18J8Yx5SSjRF8QYkT9bRVx	218547	0	1	4	0.338	0.718	0.822	0	0.285	-5.037	0.0463	0.818	106.027
4QvTOAIVxL3NGgrIYU97pj	189333	2	1	4	0.0322	0.709	0.721	0.000309	0.355	-3.52	0.0281	0.801	112.019
0o995gJCGebaza0LWybToU	255000	9	1	4	0.117	0.439	0.779	1.17e-06	0.0982	-3.469	0.0367	0.225	99.429
6j5Swqhcc12eHvPQc6uaQS	266533	9	1	4	0.0889	0.752	0.514	8.98e-06	0.0987	-6.507	0.268	0.409	59.985
0vZOmU6emMWDgiEsz9i8DV	251867	1	1	3	0.652	0.328	0.375	0	0.147	-8.784	0.0299	0.346	175.241
3Voz5vnFfMu8nrVP6hIYte	230960	0	1	4	0.00159	0.605	0.913	0	0.0813	-4.345	0.0376	0.665	139.941
0OpSYP9Oly3SqmeIgiRnzT	301747	6	1	4	0.00164	0.552	0.71	5.07e-06	0.116	-6.925	0.0425	0.206	118.276
6O2lo7245XfRbIfpL5yRLJ	238733	8	1	4	0.00143	0.585	0.789	0.00087	0.141	-2.834	0.041	0.208	120.953
2iVkOIwx8qzVGlju9Hy4yY	221440	1	1	4	0.0771	0.493	0.735	0	0.107	-6.012	0.0432	0.626	164.059
35rwx1uz5V5tRKgHWtFmLO	260867	2	1	4	0.000785	0.527	0.976	4.59e-06	0.141	-3.985	0.0645	0.269	131.792
4VgEM12OeaN3GyBV487Me7	232680	8	1	4	0.000143	0.552	0.89	0	0.888	-3.409	0.0342	0.716	146.525
6QLU1GKy2Zh2mOh2uoJ0TV	216360	5	1	4	0.0322	0.734	0.635	0	0.0808	-7.03	0.0816	0.931	96.99
1cBxAm8a0fENn2ix3Dfm3u	250160	1	1	4	0.0973	0.568	0.883	0.0449	0.104	-4.575	0.0271	0.861	104.987
0ICuq5hzkW5rheJZxnjFnS	209499	9	1	4	0.253	0.609	0.49	0	0.116	-10.768	0.0378	0.399	80.11
6wTfglWRUmlv843ecGJwFq	183093	1	1	4	0.00136	0.505	0.817	0	0.401	-5.041	0.0444	0.467	95.017
234b78OfdcMEdil8nT09zA	306027	6	1	4	0.00913	0.697	0.877	6.93e-06	0.0726	-3.885	0.0348	0.768	121.534
6UZqMYYQQThvV55IQPvscO	215867	7	1	4	0.439	0.653	0.529	0	0.194	-6.481	0.201	0.609	67.03
36IkR2i4HaV3SRsSHzje6v	251013	10	0	4	0.00141	0.487	0.627	3e-05	0.109	-6.506	0.0304	0.219	112.269
3TAtUJc4Sj913Cs5gBUeu0	208199	11	1	4	0.0719	0.455	0.925	0	0.219	-3.271	0.0506	0.461	89.793
6JY1IdkZGeIcPegKxjSKeb	188960	9	0	4	0.00206	0.662	0.739	0.0603	0.113	-5.354	0.0322	0.382	130.999
0eqH0ALoDQevq59YcQ53KE	199853	10	0	4	0.35	0.926	0.916	6.17e-06	0.0234	-2.221	0.0929	0.904	110.007
3n3Ppam7vgaVa1iaRUc9Lp	222200	1	1	4	0.00119	0.355	0.918	0	0.0971	-4.36	0.0746	0.24	148.114
0vek0LcCbvcMtj0GkXMMJy	215000	0	1	4	0.0783	0.413	0.942	0.000412	0.689	-2.871	0.0453	0.759	123.085
5wKaxpvqXq95IaoAVPLgoi	290933	11	1	3	0.373	0.552	0.754	3.02e-05	0.208	-5.888	0.0302	0.595	141.671
1Jp9n1uHB72CfK31j4mEPh	233840	6	1	4	0.255	0.691	0.389	0	0.0981	-10.125	0.0653	0.437	122.219
1B9FG4cLQujWD1NVMVbJwY	212520	0	1	3	0.189	0.392	0.928	0	0.183	-3.702	0.153	0.765	188.72
2EQJg9cSa2GcpNkPeNI2OD	227613	10	0	4	0.806	0.725	0.395	0.369	0.108	-9.462	0.0497	0.461	76.988
79YeQbd1p7MsuT7wHQLRYY	232707	9	1	4	0.113	0.499	0.765	0	0.0509	-4.148	0.0521	0.665	83.916
5SvSIUU0VNjwNHTxahmsjr	181765	1	0	4	6.04e-05	0.487	0.918	0.972	0.161	-4.782	0.0336	0.0957	102.012
7MevrbPAGEaw1IgkaBmv82	195280	0	1	4	0.0782	0.684	0.909	1.22e-06	0.373	-3.797	0.0321	0.864	115.034
3jjQHULAVn71k40mKwGMiV	194573	2	0	4	0.00166	0.462	0.981	0.00894	0.0856	-2.371	0.127	0.547	154.995
5MzjQ95rdB2xt9DNa2IzaC	239773	5	0	4	0.00975	0.678	0.931	0	0.375	-2.7	0.0654	0.586	130.906
7G6l2FtQyRhQgYgut2I6i8	227840	5	1	4	0.275	0.679	0.842	0	0.135	-4.364	0.0376	0.72	119.013
22AbXxQbMdVqEz7xJjhccG	213200	7	0	4	0.0229	0.84	0.658	0	0.342	-6.496	0.333	0.732	76.638
5krOROgmf8adn3SJzeKLZy	244187	9	1	4	0.0101	0.776	0.736	0	0.18	-6.308	0.255	0.536	159.838
6kLZ1DzSxBkNVvdQm6CX0N	260067	4	0	4	0.44	0.652	0.798	0.00233	0.298	-5.303	0.0512	0.531	95.038
2Bc4XnUlkgPvwvfwsCbgcD	211960	4	0	4	0.361	0.7	0.618	0	0.101	-5.903	0.106	0.566	83.963
0FZvjrHpAmLKj574M4VwrF	245400	11	0	4	0.286	0.605	0.584	0	0.235	-7.043	0.197	0.464	125.802
4faFAhOflLzhfJECveRwva	226640	9	0	4	0.033	0.551	0.896	0	0.0899	-3.152	0.109	0.858	171.79
6qdKKHh8r7N8nRYih2g7Pm	311360	10	1	4	0.61	0.528	0.456	4.62e-05	0.19	-5.618	0.0241	0.164	99.092
6WUrAfQ9XlOAM6tO1YbtAj	217667	4	1	4	0.0622	0.631	0.827	1.81e-06	0.235	-4.65	0.0423	0.304	120.823
5FZxsHWIvUsmSK1IAvm2pp	255627	1	0	4	0.000769	0.366	0.94	9.42e-05	0.188	-5.119	0.0696	0.369	130.198
3C3oknuBLo3jxhmRk67glu	216733	4	1	4	0.313	0.59	0.85	0	0.116	-4.419	0.0582	0.415	102.265
03B0yrE4zrioHjmY05l9xz	226013	2	1	4	0.0163	0.82	0.67	0.000398	0.189	-9.422	0.197	0.535	90.522
4TivbqZf2RFik3HA1NjM2t	186874	7	1	4	0.000968	0.495	0.837	1.08e-06	0.225	-4.289	0.0397	0.544	89.06
0Bo5fjMtTfCD8vHGebivqc	168880	2	1	4	0.279	0.86	0.907	0.693	0.0648	-3.321	0.0407	0.786	138.045
05wbsMDvcaD56O4SnESOaJ	230507	2	1	4	0.0584	0.749	0.495	0	0.201	-8.456	0.0332	0.645	126.12
4nva9EpKntUTs6CRSGBCn9	237707	1	1	4	0.0322	0.489	0.692	0.00608	0.315	-6.672	0.41	0.527	96.946
